0.0, 4.3492495, 50.859042, 20.24959373474121
91000.0, 4.3485492, 50.8574487, 25.46038436889648
117000.0, 4.3471901, 50.8557551, 20.12294387817383
120000.0, 4.3468656, 50.8557394, 19.65908050537109
127000.0, 4.3467557, 50.85536159999999, 19.71761512756348
130000.0, 4.3470012, 50.8553074, 19.9096508026123
159000.0, 4.3466998, 50.8537732, 19.34040260314941
161000.0, 4.346525499999999, 50.85372280000001, 19.0865592956543
242000.0, 4.3482516, 50.851174, 24.64170265197754
252000.0, 4.348389200000001, 50.8509822, 26.15980911254883
279000.0, 4.35044, 50.85096, 27.08463668823242
281000.0, 4.3504109, 50.85088630000001, 27.27669715881348
331000.0, 4.3529252, 50.8495059, 29.94431114196777
383000.0, 4.3557805, 50.84861240000001, 33.98204040527344
436000.0, 4.357385499999999, 50.8475905, 40.55348205566406
453000.0, 4.3578676, 50.84803429999999, 42.10733795166016
516000.0, 4.360564399999999, 50.8483369, 49.70209884643555
522000.0, 4.360772, 50.8483759, 50.50730895996094
547000.0, 4.3611172, 50.8502052, 41.79922866821289
602000.0, 4.3624953, 50.8519905, 42.58612823486328
632000.0, 4.3634525, 50.8541179, 36.20682525634766
666000.0, 4.3628021, 50.8555707, 35.24898910522461
682000.0, 4.3631575, 50.8559364, 36.90914916992188
722000.0, 4.3643458, 50.85603159999999, 42.18944931030273
752000.0, 4.364603199999999, 50.8553006, 45.34010314941406
864000.0, 4.3680397, 50.8595347, 49.89298629760742
912000.0, 4.3682577, 50.858801, 51.48181915283203
922000.0, 4.3683247, 50.8584872, 53.35372161865234
979000.0, 4.3627967, 50.85973329999999, 26.15398216247559
1008000.0, 4.3640957, 50.8612605, 24.51643371582031
1049000.0, 4.3614802, 50.8617311, 26.57196235656738
1064000.0, 4.359769, 50.8620896, 23.0870475769043
1185000.0, 4.362849499999999, 50.8686726, 17.87774085998535
1227000.0, 4.363365, 50.86793669999999, 18.0
1238000.0, 4.3637494, 50.86743449999999, 18.0
1274000.0, 4.3629611, 50.8657135, 19.00985908508301
1291000.0, 4.3613483, 50.8654507, 17.73309707641602
1300000.0, 4.3603722, 50.8655404, 16.79817581176758
1416000.0, 4.353647, 50.8617778, 14.62533092498779
1471000.0, 4.351738399999999, 50.8621372, 16.80472946166992
1545000.0, 4.3492495, 50.859042, 20.24959373474121
